track_name,artist_name,genre_A Capella,genre_Alternative,genre_Anime,genre_Blues,genre_Children's Music,genre_Children’s Music,genre_Classical,genre_Comedy,genre_Country,genre_Dance,genre_Electronic,genre_Folk,genre_Hip-Hop,genre_Indie,genre_Jazz,genre_Movie,genre_Opera,genre_Pop,genre_R&B,genre_Rap,genre_Reggae,genre_Reggaeton,genre_Rock,genre_Ska,genre_Soul,genre_Soundtrack,genre_World,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence,Cluster
Fear of Falling Asleep,TENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10294156145879871,-0.991242638619607,0.5206436205055319,0.12935280722217812,-0.24656079566003739,1.1649153797886218,-0.5346655078059985,-0.014690196181080743,1.3688762743955096,-0.48008850356795046,-0.05371026490870641,-0.7033507330556844,9
Friend Like Me,Chris Webby,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9275746268970476,-0.36519842768317967,1.608959796728268,-0.2420581078380908,0.39111927287274906,-0.48981852046524155,-0.5598833701010377,0.5743207489866172,1.3688762743955096,0.7343495163272273,-0.9118007251315474,0.9885344731721223,10
Egaono Yukue,DREAMS COME TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3813979563300494,-1.0282528164205762,0.03575027466371963,0.26208003828890075,0.7744864569311503,-0.48981852046524155,-0.48422978321592,-0.05503569539720966,-0.7305262124157975,-0.4693078731205898,0.3962742624707299,0.5655631716151702,6
"La fille du régiment, Act I (Sung in Italian): A confession sì ardente",Gaetano Donizetti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.9861288709847653,1.669938538980938,-0.37371521738047836,-0.30663083902980687,-1.3776837743670034,-0.48000902009846713,-0.448924776002865,-1.0746764937684636,-0.7305262124157975,-0.3135277631562284,0.20027985094815612,-0.30729578705235705,7
Nowhere To Run,Ryan Trey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0925012399846974,-0.7913933159928952,0.897782889493609,-0.115729294536589,0.2810435467569704,-0.4822879949311521,-0.7162341163302813,0.6656816315090905,1.3688762743955096,0.20070830918287486,2.1264686538855786,1.0116056350752283,10
Iconic,LEDGER,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06198505162885108,-1.0022357607387067,0.12195353614670869,0.0005436611470361822,1.2489507936370925,-0.48883096470441145,0.8018811938310825,1.1289880047389331,-0.7305262124157975,-0.35880641103514316,0.07610043268327511,0.2771736478263398,6
Mr. Banker - Demo Version,Lynyrd Skynyrd,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1719361270206176,1.5994698074482465,-0.4329799596500334,0.7358404138695811,-1.3131566245749955,-0.47545107043309726,-0.448924776002865,-0.5321795745565507,-0.7305262124157975,-0.4967984807613595,-1.1994166985795511,-0.2573082695956266,4
Black Orchid,Cal Tjader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.007009513932967822,1.672757288242246,0.69305014347151,-0.36088706746472143,-1.810015677973458,2.026962381717281,-0.48422978321592,-1.8682491229782694,-0.7305262124157975,-0.372282199094344,0.20390458246904944,-0.1996303648378604,5
Troops Game,Momo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8866181170671,0.1675451827039647,-0.05584069066195624,-1.2372516956995856,0.14060210309201138,2.578540348468569,0.6303997302248155,-0.5485178345696936,1.3688762743955096,-0.4682298100758538,0.07487061306011554,-0.32267656165442804,5
The Heat (The Energy),The Prodigy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9415936547629833,-1.035130564618167,-1.2734617591091757,1.5583608011471861,1.3400479462846335,0.06836517043875616,-0.7717134133793676,0.08734057043160856,-0.7305262124157975,0.03899885247246503,1.0451012047105848,-1.5858226758495062,8
Estocolmo,DJ Mendez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.06198505162885108,-0.9140089088597775,0.9354968163924167,-0.2538459944436619,1.4463279577067647,-0.48980606867521376,1.1801491282566714,0.8997522137382014,1.3688762743955096,-0.36365769473645543,0.2040340371662239,1.6691337493137623,10
Mono No Aware 1.3,William Basinski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.11696058932473434,1.4500760965989417,-2.565433140585473,1.4619136918372677,-1.4308237800780692,1.6735561395472944,-0.5397090802650063,-3.126628577868104,-0.7305262124157975,-0.3900702393324891,-1.3358943130760335,-1.48046436982532,1
Shaolin Temple,Barrington Levy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.7216915039794503,-0.8215539330888869,0.547582139718966,-0.42904997524743527,0.03052637697623269,-0.48479817010918197,-0.5598833701010377,-0.16823649691684373,-0.7305262124157975,0.0336085372487847,0.924675972663772,0.46943333035222706,6
"Flava In Ya Ear Remix - feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage",Craig Mack,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7076724761135146,-0.2721797020600274,-0.1851455828864398,0.5624105015920385,1.0477779148737727,-0.48981852046524155,0.5547461433396977,0.7118622235870563,-0.7305262124157975,1.6507031043528833,1.9322542444491564,1.3230663207671656,3
The Right Church but the Wrong Music,Children Songs Company,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2610065594641817,0.49733884627695896,-0.0019636522350886775,-0.6704073738918885,-0.14028078423790624,-0.48981852046524155,-0.6536938178385838,0.43894659459200336,-0.7305262124157975,-0.36581382082592756,-0.9080465389134796,0.7462872731895043,11
Akina Speed Star,Xavier Wulf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9825501645929309,-1.0122141331237358,2.0292006964578393,-0.7148599819401441,-1.1309623192799136,-0.48981852046524155,-0.39344547895377874,-0.35896067502945217,1.3688762743955096,0.2977339832091208,0.074093884877067,-1.5173782288702904,15
Delight for Old Chicken,L'Entourloop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.37781924993821503,-0.82268143279341,1.3665131238073613,-0.08050016124319183,0.48601214021393757,-0.4894994639886657,0.7010097446509254,0.3480858628862588,1.3688762743955096,0.2276598853012765,-0.894615614081599,0.4809689113037799,10
16 Seconds In A Row,Jay Mohr,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4363734940259327,1.3260511291014059,0.154279759202829,-0.3974278343604503,0.022934947588938027,-0.48981852046524155,0.11595533940601457,-1.1515330026058002,-0.7305262124157975,4.329689770522006,-0.2851752634571622,-0.6302920536958472,2
Haruka - Album Mix,SPITZ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2714468809382828,-1.0013901359603146,-0.179757879043753,0.2274394585350114,0.5087864283758224,-0.48981852046524155,-0.30266117469163734,0.7011923394968405,-0.7305262124157975,-0.5086571742534562,-0.6676815299342594,-0.07658416802129255,8
